cntyName,laneName,stteName
Clarion County,State Rte 338,Pennsylvania
Clarion County,State Rte 36,Pennsylvania
Clarion County,State Rte 38,Pennsylvania
Clarion County,State Rte 66,Pennsylvania
Clarion County,US Hwy 322,Pennsylvania
Clearfield County,I- 80,Pennsylvania
Clearfield County,State Rte 1011,Pennsylvania
Clearfield County,State Rte 153,Pennsylvania
Clearfield County,State Rte 255,Pennsylvania
Clearfield County,State Rte 286,Pennsylvania
Clearfield County,State Rte 36,Pennsylvania
Clearfield County,State Rte 53,Pennsylvania
Clearfield County,State Rte 830,Pennsylvania
Clearfield County,State Rte 970,Pennsylvania
Clearfield County,US Hwy 119,Pennsylvania
Clearfield County,US Hwy 219,Pennsylvania
Clearfield County,US Hwy 322,Pennsylvania
Clinton County,I- 80,Pennsylvania
Clinton County,State Rte 1014,Pennsylvania
Clinton County,State Rte 120,Pennsylvania
Clinton County,State Rte 477,Pennsylvania
Clinton County,State Rte 64,Pennsylvania
Clinton County,State Rte 880,Pennsylvania
Clinton County,US Hwy 220,Pennsylvania
Columbia County,I- 80,Pennsylvania
Columbia County,Main St,Pennsylvania
Columbia County,Maple Grove Rd,Pennsylvania
Columbia County,State Rte 118,Pennsylvania
Columbia County,State Rte 254,Pennsylvania
Columbia County,State Rte 339,Pennsylvania
Columbia County,State Rte 42,Pennsylvania
Columbia County,State Rte 442,Pennsylvania
Columbia County,State Rte 487,Pennsylvania
Columbia County,US Hwy 11,Pennsylvania
Crawford County,I- 79,Pennsylvania
Crawford County,State Hwy 198,Pennsylvania
Crawford County,State Hwy 77,Pennsylvania
Crawford County,State Rte 198,Pennsylvania
Crawford County,State Rte 27,Pennsylvania
Crawford County,State Rte 285,Pennsylvania
Crawford County,State Rte 408,Pennsylvania
Crawford County,State Rte 77,Pennsylvania
Crawford County,State Rte 8,Pennsylvania
Crawford County,State Rte 86,Pennsylvania
Crawford County,State Rte 89,Pennsylvania
Crawford County,US Hwy 19,Pennsylvania
Crawford County,US Hwy 322,Pennsylvania
Crawford County,US Hwy 6,Pennsylvania
Cumberland County,I- 81,Pennsylvania
Cumberland County,I- 83,Pennsylvania
Cumberland County,State Rte 114,Pennsylvania
Cumberland County,State Rte 174,Pennsylvania
Cumberland County,State Rte 233,Pennsylvania
Cumberland County,State Rte 34,Pennsylvania
Cumberland County,State Rte 465,Pennsylvania
Cumberland County,State Rte 581,Pennsylvania
Cumberland County,State Rte 641,Pennsylvania
Cumberland County,State Rte 696,Pennsylvania
Cumberland County,State Rte 74,Pennsylvania
Cumberland County,State Rte 94,Pennsylvania
Cumberland County,State Rte 944,Pennsylvania
Cumberland County,US Hwy 11,Pennsylvania
Cumberland County,US Hwy 15,Pennsylvania
Dauphin County,I- 283,Pennsylvania
Dauphin County,I- 76,Pennsylvania
Dauphin County,I- 81,Pennsylvania
Dauphin County,I- 83,Pennsylvania
Dauphin County,State Rte 147,Pennsylvania
Dauphin County,State Rte 225,Pennsylvania
Dauphin County,State Rte 283,Pennsylvania
Dauphin County,State Rte 325,Pennsylvania
Dauphin County,US Hwy 22,Pennsylvania
Dauphin County,US Hwy 322,Pennsylvania
Delaware County,Baltimore Pike,Pennsylvania
Delaware County,I- 476,Pennsylvania
Delaware County,I- 95,Pennsylvania
Delaware County,State Rte 352,Pennsylvania
Delaware County,State Rte 452,Pennsylvania
Delaware County,US Hwy 1,Pennsylvania
Delaware County,US Hwy 202,Pennsylvania
Delaware County,US Hwy 322,Pennsylvania
Elk County,State Rte 120 Scn,Pennsylvania
Elk County,State Rte 153,Pennsylvania
Elk County,State Rte 255,Pennsylvania
Elk County,State Rte 555,Pennsylvania
Elk County,State Rte 66,Pennsylvania
Elk County,State Rte 948,Pennsylvania
Elk County,US Hwy 219,Pennsylvania
Erie County,I- 86,Pennsylvania
Erie County,I- 90,Pennsylvania
Erie County,State Hwy 290,Pennsylvania
Erie County,State Rte 430,Pennsylvania
Erie County,State Rte 8,Pennsylvania
Erie County,State Rte 89,Pennsylvania
Erie County,State Rte 97,Pennsylvania
Erie County,US Hwy 19,Pennsylvania
Erie County,US Hwy 6,Pennsylvania
Fayette County,State Rte 21,Pennsylvania
Fayette County,State Rte 381,Pennsylvania
Fayette County,State Rte 43,Pennsylvania
Fayette County,State Rte 51,Pennsylvania
Fayette County,State Rte 982,Pennsylvania
Fayette County,US Hwy 119,Pennsylvania
Fayette County,US Hwy 40,Pennsylvania
Forest County,State Hwy 36,Pennsylvania
Forest County,State Hwy 66,Pennsylvania
Forest County,State Hwy 666,Pennsylvania
Forest County,State Hwy 899,Pennsylvania
Forest County,State Hwy 948,Pennsylvania
Forest County,State Rte 0036,Pennsylvania
Forest County,State Rte 0666,Pennsylvania
Forest County,State Rte 0899,Pennsylvania
Forest County,State Rte 0948,Pennsylvania
Forest County,State Rte 36,Pennsylvania
Forest County,State Rte 4001,Pennsylvania
Forest County,US Hwy 62,Pennsylvania
Franklin County,I- 76,Pennsylvania
Franklin County,I- 81,Pennsylvania
Franklin County,State Rte 16,Pennsylvania
Franklin County,State Rte 274,Pennsylvania
Franklin County,State Rte 433,Pennsylvania
Franklin County,State Rte 641,Pennsylvania
Franklin County,State Rte 75,Pennsylvania
Franklin County,State Rte 997,Pennsylvania
Franklin County,US Hwy 30,Pennsylvania
Fulton County,I- 70,Pennsylvania
Fulton County,I- 76,Pennsylvania
Fulton County,State Hwy 16,Pennsylvania
Fulton County,State Hwy 643,Pennsylvania
Fulton County,State Hwy 655,Pennsylvania
Fulton County,State Hwy 915,Pennsylvania
Fulton County,State Rte 3007,Pennsylvania
Fulton County,US Hwy 30,Pennsylvania
Fulton County,US Hwy 522,Pennsylvania
Greene County,I- 79,Pennsylvania
Greene County,State Rte 18,Pennsylvania
Greene County,State Rte 21,Pennsylvania
Greene County,State Rte 218,Pennsylvania
Huntingdon County,I- 76,Pennsylvania
Huntingdon County,State Rte 26,Pennsylvania
Huntingdon County,State Rte 35,Pennsylvania
Huntingdon County,State Rte 45 Bus,Pennsylvania
Huntingdon County,State Rte 453,Pennsylvania
Huntingdon County,US Hwy 22,Pennsylvania
Huntingdon County,US Hwy 522,Pennsylvania
Indiana County,119 Hwy N,Pennsylvania
Indiana County,Buffalo-Pittsburgh Hwy,Pennsylvania
Indiana County,Route 286 Hwy E,Pennsylvania
Indiana County,Route 403 Hwy N,Pennsylvania
Indiana County,Rt 22 Hwy,Pennsylvania
Indiana County,Rte 119 Hwy N,Pennsylvania
Indiana County,S Manor St,Pennsylvania
Indiana County,State Hwy 954,Pennsylvania
Indiana County,State Rte 119 N,Pennsylvania
Indiana County,State Rte 286,Pennsylvania
Indiana County,State Rte 403 N,Pennsylvania
Indiana County,State Rte 553,Pennsylvania
Indiana County,State Rte 56,Pennsylvania
Indiana County,State Rte 56 E,Pennsylvania
Indiana County,State Rte 954,Pennsylvania
Indiana County,US Hwy 119,Pennsylvania
Indiana County,US Hwy 119 N,Pennsylvania
Indiana County,US Hwy 22,Pennsylvania
Indiana County,US Hwy 22 E,Pennsylvania
Indiana County,US Hwy 422,Pennsylvania
Indiana County,US Hwy 422 Bus,Pennsylvania
Indiana County,US Rte 422 E,Pennsylvania
Jefferson County,I- 80,Pennsylvania
Jefferson County,State Rte 1830,Pennsylvania
Jefferson County,State Rte 28,Pennsylvania
Jefferson County,State Rte 28 N,Pennsylvania
Jefferson County,State Rte 310,Pennsylvania
Jefferson County,State Rte 36,Pennsylvania
Jefferson County,State Rte 436,Pennsylvania
Jefferson County,State Rte 830,Pennsylvania
Jefferson County,State Rte 899,Pennsylvania
Jefferson County,State Rte 950,Pennsylvania
Jefferson County,US Hwy 119,Pennsylvania
Jefferson County,US Hwy 219,Pennsylvania
Jefferson County,US Hwy 322,Pennsylvania
Juniata County,Rte 75 S,Pennsylvania
Juniata County,State Rte 104,Pennsylvania
Juniata County,State Rte 235,Pennsylvania
Juniata County,State Rte 35,Pennsylvania
Juniata County,State Rte 74,Pennsylvania
Juniata County,US Hwy 11,Pennsylvania
Juniata County,US Hwy 15,Pennsylvania
Juniata County,US Hwy 22,Pennsylvania
Juniata County,US Hwy 322,Pennsylvania
Lackawanna County,I- 380,Pennsylvania
Lackawanna County,I- 476,Pennsylvania
Lackawanna County,I- 81,Pennsylvania
Lackawanna County,I- 84,Pennsylvania
Lackawanna County,State Rte 107,Pennsylvania
Lackawanna County,State Rte 171,Pennsylvania
Lackawanna County,State Rte 247,Pennsylvania
Lackawanna County,State Rte 348,Pennsylvania
Lackawanna County,US Hwy 11,Pennsylvania
Lackawanna County,US Hwy 6,Pennsylvania
Lackawanna County,US Hwy 6 Bus,Pennsylvania
Lancaster County,I- 76,Pennsylvania
Lancaster County,State Rte 10,Pennsylvania
Lancaster County,State Rte 1040,Pennsylvania
Lancaster County,State Rte 272,Pennsylvania
Lancaster County,State Rte 283,Pennsylvania
Lancaster County,State Rte 340,Pennsylvania
Lancaster County,State Rte 372,Pennsylvania
Lancaster County,State Rte 472,Pennsylvania
Lancaster County,State Rte 72,Pennsylvania
Lancaster County,State Rte 772,Pennsylvania
Lancaster County,US Hwy 222,Pennsylvania
Lancaster County,US Hwy 30,Pennsylvania
Lawrence County,I- 376,Pennsylvania
Lawrence County,I- 76,Pennsylvania
Lawrence County,I- 79,Pennsylvania
Lawrence County,State Rte 108,Pennsylvania
Lawrence County,State Rte 158,Pennsylvania
Lawrence County,State Rte 168,Pennsylvania
Lawrence County,State Rte 18,Pennsylvania
Lawrence County,State Rte 551,Pennsylvania
Lawrence County,US Hwy 224,Pennsylvania
Lawrence County,US Hwy 422,Pennsylvania
Lawrence County,US Hwy 442,Pennsylvania
Lebanon County,I- 76,Pennsylvania
Lebanon County,I- 78,Pennsylvania
Lebanon County,I- 81,Pennsylvania
Lebanon County,State Rte 501,Pennsylvania
Lebanon County,State Rte 645,Pennsylvania
Lebanon County,State Rte 72,Pennsylvania
Lebanon County,US Hwy 22,Pennsylvania
Lebanon County,US Hwy 322,Pennsylvania
Lehigh County,I- 476,Pennsylvania
Lehigh County,State Rte 100,Pennsylvania
Lehigh County,State Rte 309,Pennsylvania
Lehigh County,US Hwy 22,Pennsylvania
Lehigh County,US Hwy 222,Pennsylvania
Luzerne County,I- 476,Pennsylvania
Luzerne County,I- 80,Pennsylvania
Luzerne County,I- 81,Pennsylvania
Luzerne County,State Rte 115,Pennsylvania
Luzerne County,State Rte 118,Pennsylvania
Luzerne County,State Rte 29,Pennsylvania
Luzerne County,State Rte 309,Pennsylvania
Luzerne County,State Rte 415,Pennsylvania
Luzerne County,State Rte 93,Pennsylvania
Luzerne County,US Hwy 11,Pennsylvania
Lycoming County,Clemon Hollow Rd,Pennsylvania
Lycoming County,E State Rte 973,Pennsylvania
Lycoming County,I- 180,Pennsylvania
Lycoming County,N US Hwy 220,Pennsylvania
Lycoming County,Peterman Rd,Pennsylvania
Lycoming County,Rt 118 Hwy,Pennsylvania
Lycoming County,Rt 87 Hwy,Pennsylvania
Lycoming County,Rte 118 Hwy,Pennsylvania
Lycoming County,Rte 287 Hwy,Pennsylvania
Lycoming County,Rte 87,Pennsylvania
Lycoming County,S Route 220 Hwy,Pennsylvania
Lycoming County,State Rte 14,Pennsylvania
Lycoming County,State Rte 239,Pennsylvania
Lycoming County,State Rte 405,Pennsylvania
Lycoming County,State Rte 42,Pennsylvania
Lycoming County,State Rte 44,Pennsylvania
Lycoming County,State Rte 442,Pennsylvania
Lycoming County,State Rte 973 E,Pennsylvania
Lycoming County,T720,Pennsylvania
Lycoming County,US Hwy 15,Pennsylvania
Lycoming County,US Hwy 220,Pennsylvania
McKean County,Rte 46,Pennsylvania
McKean County,S Kendall Ave,Pennsylvania
McKean County,State Rte 155,Pennsylvania
McKean County,State Rte 321,Pennsylvania
McKean County,State Rte 346,Pennsylvania
McKean County,State Rte 446,Pennsylvania
McKean County,State Rte 46,Pennsylvania
McKean County,State Rte 59,Pennsylvania
McKean County,State Rte 646,Pennsylvania
McKean County,State Rte 66,Pennsylvania
McKean County,US Hwy 219,Pennsylvania
McKean County,US Hwy 6,Pennsylvania
Mercer County,I- 376,Pennsylvania
Mercer County,I- 79,Pennsylvania
Mercer County,I- 80,Pennsylvania
Mercer County,State Rte 173,Pennsylvania
Mercer County,State Rte 208,Pennsylvania
Mercer County,State Rte 258,Pennsylvania
Mercer County,State Rte 358,Pennsylvania
Mercer County,State Rte 845,Pennsylvania
Mercer County,State Rte 965,Pennsylvania
Mercer County,US Hwy 19,Pennsylvania
Mercer County,US Hwy 322,Pennsylvania
Mercer County,US Hwy 62,Pennsylvania
Mifflin County,State Rte 4013,Pennsylvania
Mifflin County,US Hwy 22,Pennsylvania
Mifflin County,US Hwy 322,Pennsylvania
Mifflin County,US Hwy 522,Pennsylvania
Mifflin County,US Hwy 522 N,Pennsylvania
Mifflin County,US Hwy 522 S,Pennsylvania
Monroe County,I- 380,Pennsylvania
Monroe County,I- 80,Pennsylvania
Monroe County,State Rte 115,Pennsylvania
Monroe County,State Rte 33,Pennsylvania
Monroe County,State Rte 402,Pennsylvania
Monroe County,State Rte 903,Pennsylvania
Monroe County,US Hwy 209,Pennsylvania
Montgomery County,I- 276,Pennsylvania
Montgomery County,I- 476,Pennsylvania
Montgomery County,I- 76,Pennsylvania
Montgomery County,State Rte 23,Pennsylvania
Montgomery County,State Rte 29,Pennsylvania
Montgomery County,State Rte 309,Pennsylvania
Montgomery County,State Rte 363,Pennsylvania
Montgomery County,State Rte 611,Pennsylvania
Montgomery County,State Rte 73,Pennsylvania
Montgomery County,US Hwy 202,Pennsylvania
Montour County,I- 80,Pennsylvania
Montour County,State Rte 254,Pennsylvania
Montour County,State Rte 54,Pennsylvania
Montour County,US Hwy 11,Pennsylvania
Northampton County,I- 78,Pennsylvania
Northampton County,State Rte 191,Pennsylvania
Northampton County,State Rte 248,Pennsylvania
Northampton County,State Rte 33,Pennsylvania
Northampton County,State Rte 512,Pennsylvania
Northampton County,State Rte 611,Pennsylvania
Northampton County,State Rte 946,Pennsylvania
Northampton County,US Hwy 22,Pennsylvania
Northumberland County,I- 180,Pennsylvania
Northumberland County,I- 80,Pennsylvania
Northumberland County,State Rte 147,Pennsylvania
Northumberland County,State Rte 225,Pennsylvania
Northumberland County,State Rte 44,Pennsylvania
Northumberland County,State Rte 54,Pennsylvania
Northumberland County,State Rte 890,Pennsylvania
Northumberland County,State Rte 901,Pennsylvania
Northumberland County,US Hwy 11,Pennsylvania
Perry County,State Rte 1005,Pennsylvania
Perry County,State Rte 17,Pennsylvania
Perry County,State Rte 233,Pennsylvania
Perry County,State Rte 274,Pennsylvania
Perry County,State Rte 34,Pennsylvania
Perry County,State Rte 74,Pennsylvania
Perry County,State Rte 850,Pennsylvania
Perry County,US Hwy 11,Pennsylvania
Perry County,US Hwy 15,Pennsylvania
Perry County,US Hwy 22,Pennsylvania
Perry County,US Hwy 322,Pennsylvania
Perry County,Waggoners Gap Rd,Pennsylvania
Philadelphia County,E Erie Ave,Pennsylvania
Philadelphia County,I- 676,Pennsylvania
Philadelphia County,I- 76,Pennsylvania
Philadelphia County,I- 95,Pennsylvania
Philadelphia County,State Rte 291,Pennsylvania
Philadelphia County,State Rte 90,Pennsylvania
Philadelphia County,US Hwy 1,Pennsylvania
Pike County,I- 84,Pennsylvania
Pike County,State Rte 402,Pennsylvania
Pike County,State Rte 739,Pennsylvania
Pike County,US Hwy 6,Pennsylvania
Potter County,State Rte 144,Pennsylvania
Potter County,State Rte 155,Pennsylvania
Potter County,State Rte 44,Pennsylvania
Potter County,State Rte 449,Pennsylvania
Potter County,State Rte 49,Pennsylvania
Potter County,State Rte 607,Pennsylvania
Potter County,State Rte 872,Pennsylvania
Potter County,US Hwy 6,Pennsylvania
Schuylkill County,Centre Tpke,Pennsylvania
Schuylkill County,I- 81,Pennsylvania
Schuylkill County,Mile Hill Rd,Pennsylvania
Schuylkill County,Pottsville Saint Clair Hwy,Pennsylvania
Schuylkill County,Rte 61,Pennsylvania
Schuylkill County,S Route 61 Hwy,Pennsylvania
Schuylkill County,S Rte 183,Pennsylvania
Schuylkill County,State Rte 183,Pennsylvania
Schuylkill County,State Rte 3003,Pennsylvania
Schuylkill County,State Rte 309,Pennsylvania
Schuylkill County,State Rte 325,Pennsylvania
Schuylkill County,State Rte 443,Pennsylvania
Schuylkill County,State Rte 54,Pennsylvania
Schuylkill County,State Rte 61,Pennsylvania
Schuylkill County,State Rte 645,Pennsylvania
Schuylkill County,State Rte 901,Pennsylvania
Schuylkill County,US Hwy 209,Pennsylvania
Schuylkill County,W Penn Pike,Pennsylvania
Snyder County,State Rte 104,Pennsylvania
Snyder County,State Rte 35,Pennsylvania
Snyder County,US Hwy 11,Pennsylvania
Snyder County,US Hwy 11/15,Pennsylvania
Snyder County,US Hwy 15,Pennsylvania
Snyder County,US Hwy 522,Pennsylvania
Somerset County,I- 70,Pennsylvania
Somerset County,I- 76,Pennsylvania
Somerset County,State Rte 160,Pennsylvania
Somerset County,State Rte 281,Pennsylvania
Somerset County,US Hwy 219,Pennsylvania
Somerset County,US Hwy 30,Pennsylvania
Somerset County,US Hwy 40,Pennsylvania
Sullivan County,State Rte 154,Pennsylvania
Sullivan County,State Rte 220,Pennsylvania
Sullivan County,State Rte 42,Pennsylvania
Sullivan County,State Rte 87,Pennsylvania
Sullivan County,US Hwy 220,Pennsylvania
Susquehanna County,I- 81,Pennsylvania
Susquehanna County,State Rte 106,Pennsylvania
Susquehanna County,State Rte 167,Pennsylvania
Susquehanna County,State Rte 171,Pennsylvania
Susquehanna County,State Rte 247,Pennsylvania
Susquehanna County,State Rte 29,Pennsylvania
Susquehanna County,State Rte 370,Pennsylvania
Susquehanna County,State Rte 371,Pennsylvania
Susquehanna County,State Rte 374,Pennsylvania
Susquehanna County,State Rte 706,Pennsylvania
Susquehanna County,State Rte 92,Pennsylvania
Tioga County,State Rte 14,Pennsylvania
Tioga County,State Rte 287,Pennsylvania
Tioga County,State Rte 328,Pennsylvania
Tioga County,State Rte 362,Pennsylvania
Tioga County,State Rte 414,Pennsylvania
Tioga County,State Rte 549,Pennsylvania
Tioga County,State Rte 660,Pennsylvania
Tioga County,US Hwy 15,Pennsylvania
Tioga County,US Rte 6,Pennsylvania
Union County,I- 80,Pennsylvania
Union County,State Rte 104,Pennsylvania
Union County,State Rte 192,Pennsylvania
Union County,State Rte 2003,Pennsylvania
Union County,State Rte 304,Pennsylvania
Union County,State Rte 45,Pennsylvania
Venango County,I- 80,Pennsylvania
Venango County,State Rte 157,Pennsylvania
Venango County,State Rte 227,Pennsylvania
Venango County,State Rte 257,Pennsylvania
Venango County,State Rte 27,Pennsylvania
Venango County,State Rte 36,Pennsylvania
Venango County,State Rte 38,Pennsylvania
Venango County,State Rte 417,Pennsylvania
Venango County,State Rte 428,Pennsylvania
Venango County,State Rte 8,Pennsylvania
Venango County,State Rte 965,Pennsylvania
Venango County,US Hwy 322,Pennsylvania
Venango County,US Hwy 62,Pennsylvania
Warren County,State Rte 27,Pennsylvania
Warren County,State Rte 426,Pennsylvania
Warren County,State Rte 59,Pennsylvania
Warren County,State Rte 666,Pennsylvania
Warren County,State Rte 69,Pennsylvania
Warren County,State Rte 948,Pennsylvania
Warren County,State Rte 957,Pennsylvania
Warren County,State Rte 958,Pennsylvania
Warren County,US Hwy 6,Pennsylvania
Warren County,US Hwy 62,Pennsylvania
Washington County,I- 79,Pennsylvania
Washington County,State Rte 18,Pennsylvania
Washington County,State Rte 43,Pennsylvania
Washington County,State Rte 576,Pennsylvania
Washington County,State Rte 844,Pennsylvania
Washington County,State Rte 88,Pennsylvania
Washington County,US Hwy 22,Pennsylvania
Wayne County,I- 84,Pennsylvania
Wayne County,State Rte 191,Pennsylvania
Wayne County,State Rte 247,Pennsylvania
Wayne County,State Rte 296,Pennsylvania
Wayne County,State Rte 370,Pennsylvania
Wayne County,State Rte 371,Pennsylvania
Wayne County,State Rte 507,Pennsylvania
Wayne County,State Rte 590,Pennsylvania
Wayne County,State Rte 670,Pennsylvania
Wayne County,US Hwy 6,Pennsylvania
Westmoreland County,I- 70,Pennsylvania
Westmoreland County,I- 76,Pennsylvania
Westmoreland County,State Rte 31,Pennsylvania
Westmoreland County,State Rte 51,Pennsylvania
Westmoreland County,State Rte 56,Pennsylvania
Westmoreland County,State Rte 66,Pennsylvania
Westmoreland County,State Rte 66 Bus,Pennsylvania
Westmoreland County,US Hwy 119,Pennsylvania
Westmoreland County,US Hwy 22,Pennsylvania
Westmoreland County,US Hwy 30,Pennsylvania
Wyoming County,State Rte 107,Pennsylvania
Wyoming County,State Rte 29,Pennsylvania
Wyoming County,State Rte 292,Pennsylvania
Wyoming County,State Rte 309,Pennsylvania
Wyoming County,State Rte 415,Pennsylvania
Wyoming County,State Rte 87,Pennsylvania
Wyoming County,State Rte 92,Pennsylvania
Wyoming County,US Hwy 11,Pennsylvania
Wyoming County,US Hwy 6,Pennsylvania
York County,I- 76,Pennsylvania
York County,I- 83,Pennsylvania
York County,State Rte 182,Pennsylvania
York County,State Rte 234,Pennsylvania
York County,State Rte 295,Pennsylvania
York County,State Rte 372,Pennsylvania
York County,State Rte 462,Pennsylvania
York County,State Rte 516,Pennsylvania
York County,State Rte 616,Pennsylvania
York County,State Rte 74,Pennsylvania
York County,US Hwy 15,Pennsylvania
York County,US Hwy 30,Pennsylvania
Providence County,US Hwy 44,Rhode Island
Providence County,State Rte 104,Rhode Island
Bristol County,State Rte 136,Rhode Island
Kent County,I- 295,Rhode Island
Kent County,I- 95,Rhode Island
Kent County,State Rte 102,Rhode Island
Kent County,State Rte 116,Rhode Island
Kent County,State Rte 3,Rhode Island
Kent County,State Rte 4,Rhode Island
Newport County,State Rte 114,Rhode Island
Newport County,State Rte 138,Rhode Island
Newport County,State Rte 214,Rhode Island
Newport County,State Rte 24,Rhode Island
Providence County,I- 195,Rhode Island
Providence County,I- 295,Rhode Island
Providence County,I- 95,Rhode Island
Providence County,State Rte 101,Rhode Island
Providence County,State Rte 102,Rhode Island
Providence County,State Rte 116,Rhode Island
Providence County,State Rte 14,Rhode Island
Providence County,State Rte 146,Rhode Island
Providence County,State Rte 5,Rhode Island
Providence County,State Rte 94,Rhode Island
Providence County,US Hwy 6,Rhode Island
Washington County,I- 95,Rhode Island
Washington County,State Rte 102,Rhode Island
Washington County,State Rte 112,Rhode Island
Washington County,State Rte 138,Rhode Island
Washington County,State Rte 165,Rhode Island
Washington County,State Rte 2,Rhode Island
Washington County,State Rte 3,Rhode Island
Washington County,State Rte 4,Rhode Island
Washington County,State Rte 78,Rhode Island
Washington County,US Hwy 1,Rhode Island
Horry County,E State Hwy 9,South Carolina
Edgefield County,State Hwy 23,South Carolina
Abbeville County,State Hwy 28 Byp,South Carolina
Anderson County,State Hwy 20,South Carolina
Lancaster County,US Hwy 521 Byp S,South Carolina
Colleton County,Bell's Hwy,South Carolina
Charleston County,I- 526,South Carolina
Union County,State Hwy 121,South Carolina
Saluda County,US Hwy 1,South Carolina
Jasper County,State Hwy 170,South Carolina
Chester County,US Hwy 21,South Carolina
Dillon County,US Hwy 301 N,South Carolina
Union County,US Hwy 176 Con,South Carolina
Greenville County,State Hwy 253,South Carolina
Lancaster County,US Hwy 521 Bus,South Carolina
Newberry County,State Hwy 34,South Carolina
Lexington County,State Hwy 6,South Carolina
Dillon County,US Hwy 501,South Carolina
Orangeburg County,US Hwy 301,South Carolina
Beaufort County,State Hwy 280,South Carolina
Marlboro County,State Hwy 38 N,South Carolina
Spartanburg County,I- 585,South Carolina
Dorchester County,State Hwy 27,South Carolina
Aiken County,State Hwy 302,South Carolina
Orangeburg County,State Hwy 172,South Carolina
Dorchester County,US Hwy 78,South Carolina
Greenville County,US Hwy 29,South Carolina
Williamsburg County,State Hwy 512,South Carolina
Greenwood County,State Hwy 185,South Carolina
Lee County,State Hwy 341,South Carolina
Allendale County,State Hwy 125,South Carolina
Anderson County,Hwy 29 N,South Carolina
Hampton County,State Hwy 119,South Carolina
Sumter County,State Hwy 441,South Carolina
Chesterfield County,State Hwy 265,South Carolina
Abbeville County,State Hwy 184,South Carolina
Abbeville County,State Hwy 185,South Carolina
Abbeville County,State Hwy 20,South Carolina
Abbeville County,State Hwy 28,South Carolina
Abbeville County,State Hwy 284,South Carolina
Abbeville County,State Hwy 72,South Carolina
Abbeville County,State Hwy 72 W,South Carolina
Abbeville County,State Hwy 81,South Carolina
Aiken County,I- 20,South Carolina
Aiken County,I- 520,South Carolina
Aiken County,State Hwy 113,South Carolina
Aiken County,State Hwy 118,South Carolina
Aiken County,State Hwy 125,South Carolina
Aiken County,State Hwy 19,South Carolina
Aiken County,State Hwy 191,South Carolina
Aiken County,State Hwy 215,South Carolina
Aiken County,State Hwy 28,South Carolina
Aiken County,State Hwy 389,South Carolina
Aiken County,State Hwy 39,South Carolina
Aiken County,State Hwy 392,South Carolina
Aiken County,State Hwy 394,South Carolina
Aiken County,State Hwy 4,South Carolina
Aiken County,State Hwy 781,South Carolina
Aiken County,US Hwy 1,South Carolina
Aiken County,US Hwy 278,South Carolina
Aiken County,US Hwy 78,South Carolina
Allendale County,State Hwy 3,South Carolina
Allendale County,State Hwy 641,South Carolina
Allendale County,US Hwy 278,South Carolina
Allendale County,US Hwy 301,South Carolina
Allendale County,US Hwy 321,South Carolina
Anderson County,I- 85,South Carolina
Anderson County,Sayre St,South Carolina
Anderson County,State Hwy 153,South Carolina
Anderson County,State Hwy 181,South Carolina
Anderson County,State Hwy 184,South Carolina
Anderson County,State Hwy 185,South Carolina
Anderson County,State Hwy 187,South Carolina
Anderson County,State Hwy 187 S,South Carolina
Anderson County,State Hwy 24,South Carolina
Anderson County,State Hwy 247,South Carolina
Anderson County,State Hwy 252,South Carolina
Anderson County,State Hwy 28,South Carolina
Anderson County,State Hwy 284,South Carolina
Anderson County,State Hwy 8,South Carolina
Anderson County,State Hwy 81,South Carolina
Anderson County,State Hwy 81 N,South Carolina
Anderson County,State Hwy 81 S,South Carolina
Anderson County,State Hwy 86,South Carolina
Anderson County,State Hwy 88,South Carolina
Anderson County,US Hwy 178,South Carolina
Anderson County,US Hwy 29,South Carolina
Anderson County,US Hwy 29 Byp N,South Carolina
Anderson County,US Hwy 76,South Carolina
Anderson County,Williamston Rd,South Carolina
Bamberg County,State Hwy 61,South Carolina
Bamberg County,State Hwy 64,South Carolina
Bamberg County,State Hwy 641,South Carolina
Bamberg County,State Hwy 70,South Carolina
Bamberg County,US Hwy 301,South Carolina
Bamberg County,US Hwy 321,South Carolina
Bamberg County,US Hwy 601,South Carolina
Bamberg County,US Hwy 78,South Carolina
Barnwell County,State Hwy 125,South Carolina
Barnwell County,State Hwy 3,South Carolina
Barnwell County,State Hwy 39,South Carolina
Barnwell County,State Hwy 64,South Carolina
Barnwell County,State Hwy 70,South Carolina
Barnwell County,US Hwy 278,South Carolina
Barnwell County,US Hwy 78,South Carolina
Beaufort County,Okatie Hwy,South Carolina
Beaufort County,State Hwy 170,South Carolina
Beaufort County,US Hwy 17,South Carolina
Beaufort County,US Hwy 21,South Carolina
Berkeley County,I- 26,South Carolina
Berkeley County,N US Hwy 52,South Carolina
Berkeley County,State Hwy 27,South Carolina
Berkeley County,State Hwy 41,South Carolina
Berkeley County,State Hwy 45,South Carolina
Berkeley County,State Hwy 6,South Carolina
Berkeley County,US Hwy 17 Alt,South Carolina
Berkeley County,US Hwy 52,South Carolina
Calhoun County,I- 26,South Carolina
Calhoun County,State Hwy 172,South Carolina
Calhoun County,State Hwy 267,South Carolina
Calhoun County,State Hwy 6,South Carolina
Calhoun County,US Hwy 176,South Carolina
Calhoun County,US Hwy 601,South Carolina
Charleston County,I- 26,South Carolina
Charleston County,N US Hwy 17,South Carolina
Charleston County,State Hwy 41,South Carolina
Charleston County,US Hwy 17,South Carolina
