dimstate,dimstatename,dimcity,dimcounty,dimcounty2,dimzipcode
IA,Iowa,Mechanicsville,Cedar,Cedar County,52306
IA,Iowa,Millersburg,Iowa,Iowa County,52308
IA,Iowa,Monticello,Jones,Jones County,52310
IA,Iowa,Monmouth,Jackson,Jackson County,52309
IA,Iowa,Kalona,Washington,Washington County,52247
IA,Iowa,Fairfax,Linn,Linn County,52228
IA,Iowa,Ely,Linn,Linn County,52227
IA,Iowa,Garrison,Benton,Benton County,52229
IA,Iowa,Hartwick,Poweshiek,Poweshiek County,52232
IA,Iowa,Harper,Keokuk,Keokuk County,52231
IA,Iowa,Delhi,Delaware,Delaware County,52223
IA,Iowa,Deep River,Poweshiek,Poweshiek County,52222
IA,Iowa,Dysart,Tama,Tama County,52224
IA,Iowa,Elwood,Clinton,Clinton County,52226
IA,Iowa,Elberon,Tama,Tama County,52225
IA,Iowa,Hiawatha,Linn,Linn County,52233
IA,Iowa,Iowa City,Johnson,Johnson County,52243
IA,Iowa,Iowa City,Johnson,Johnson County,52242
IA,Iowa,Iowa City,Johnson,Johnson County,52244
IA,Iowa,Iowa City,Johnson,Johnson County,52246
IA,Iowa,Iowa City,Johnson,Johnson County,52245
IA,Iowa,Homestead,Iowa,Iowa County,52236
IA,Iowa,Hills,Johnson,Johnson County,52235
IA,Iowa,Hopkinton,Delaware,Delaware County,52237
IA,Iowa,Coralville,Johnson,Johnson County,52241
IA,Iowa,Iowa City,Johnson,Johnson County,52240
IA,Iowa,North Liberty,Johnson,Johnson County,52317
IA,Iowa,Vining,Tama,Tama County,52348
IA,Iowa,Victor,Iowa,Iowa County,52347
IA,Iowa,Vinton,Benton,Benton County,52349
IA,Iowa,Walford,Benton,Benton County,52351
IA,Iowa,Viola,Linn,Linn County,52350
IA,Iowa,Toledo,Tama,Tama County,52342
IA,Iowa,Toddville,Linn,Linn County,52341
IA,Iowa,Troy Mills,Linn,Linn County,52344
IA,Iowa,Van Horne,Benton,Benton County,52346
IA,Iowa,Urbana,Benton,Benton County,52345
IA,Iowa,Walker,Linn,Linn County,52352
IA,Iowa,Williamsburg,Iowa,Iowa County,52361
IA,Iowa,West Chester,Washington,Washington County,52359
IA,Iowa,Wyoming,Jones,Jones County,52362
IA,Iowa,Cedar Rapids,Linn,Linn County,52402
IA,Iowa,Cedar Rapids,Linn,Linn County,52401
IA,Iowa,Watkins,Benton,Benton County,52354
IA,Iowa,Washington,Washington,Washington County,52353
IA,Iowa,Webster,Keokuk,Keokuk County,52355
IA,Iowa,West Branch,Cedar,Cedar County,52358
IA,Iowa,Wellman,Washington,Washington County,52356
IA,Iowa,Tiffin,Johnson,Johnson County,52340
IA,Iowa,Palo,Linn,Linn County,52324
IA,Iowa,Oxford Junction,Jones,Jones County,52323
IA,Iowa,Parnell,Iowa,Iowa County,52325
IA,Iowa,Riverside,Washington,Washington County,52327
IA,Iowa,Quasqueton,Buchanan,Buchanan County,52326
IA,Iowa,Oakdale,Johnson,Johnson County,52319
IA,Iowa,Norway,Benton,Benton County,52318
IA,Iowa,Olin,Jones,Jones County,52320
IA,Iowa,Oxford,Johnson,Johnson County,52322
IA,Iowa,Onslow,Jones,Jones County,52321
IA,Iowa,Robins,Linn,Linn County,52328
IA,Iowa,Springville,Linn,Linn County,52336
IA,Iowa,South English,Keokuk,Keokuk County,52335
IA,Iowa,Stanwood,Cedar,Cedar County,52337
IA,Iowa,Tama,Tama,Tama County,52339
IA,Iowa,Swisher,Johnson,Johnson County,52338
IA,Iowa,Ryan,Delaware,Delaware County,52330
IA,Iowa,Rowley,Buchanan,Buchanan County,52329
IA,Iowa,Shellsburg,Benton,Benton County,52332
IA,Iowa,South Amana,Iowa,Iowa County,52334
IA,Iowa,Solon,Johnson,Johnson County,52333
IA,Iowa,Guernsey,Poweshiek,Poweshiek County,52221
IA,Iowa,Springbrook,Jackson,Jackson County,52075
IA,Iowa,Spragueville,Jackson,Jackson County,52074
IA,Iowa,Strawberry Point,Clayton,Clayton County,52076
IA,Iowa,Worthington,Dubuque,Dubuque County,52078
IA,Iowa,Volga,Clayton,Clayton County,52077
IA,Iowa,Sabula,Jackson,Jackson County,52070
IA,Iowa,Preston,Jackson,Jackson County,52069
IA,Iowa,Saint Donatus,Jackson,Jackson County,52071
IA,Iowa,Sherrill,Dubuque,Dubuque County,52073
IA,Iowa,Saint Olaf,Clayton,Clayton County,52072
IA,Iowa,Zwingle,Dubuque,Dubuque County,52079
IA,Iowa,Cresco,Howard,Howard County,52136
IA,Iowa,Clermont,Fayette,Fayette County,52135
IA,Iowa,Dorchester,Allamakee,Allamakee County,52140
IA,Iowa,Fayette,Fayette,Fayette County,52142
IA,Iowa,Elgin,Fayette,Fayette County,52141
IA,Iowa,Decorah,Winneshiek,Winneshiek County,52101
IA,Iowa,Dubuque,Dubuque,Dubuque County,52099
IA,Iowa,Calmar,Winneshiek,Winneshiek County,52132
IA,Iowa,Chester,Howard,Howard County,52134
IA,Iowa,Castalia,Winneshiek,Winneshiek County,52133
IA,Iowa,Peosta,Dubuque,Dubuque County,52068
IA,Iowa,Farley,Dubuque,Dubuque County,52046
IA,Iowa,Epworth,Dubuque,Dubuque County,52045
IA,Iowa,Farmersburg,Clayton,Clayton County,52047
IA,Iowa,Garnavillo,Clayton,Clayton County,52049
IA,Iowa,Garber,Clayton,Clayton County,52048
IA,Iowa,Earlville,Delaware,Delaware County,52041
IA,Iowa,Dyersville,Dubuque,Dubuque County,52040
IA,Iowa,Edgewood,Clayton,Clayton County,52042
IA,Iowa,Elkport,Clayton,Clayton County,52044
IA,Iowa,Elkader,Clayton,Clayton County,52043
IA,Iowa,Greeley,Delaware,Delaware County,52050
IA,Iowa,Maquoketa,Jackson,Jackson County,52060
IA,Iowa,Manchester,Delaware,Delaware County,52057
IA,Iowa,Miles,Jackson,Jackson County,52064
IA,Iowa,North Buena Vista,Clayton,Clayton County,52066
IA,Iowa,New Vienna,Dubuque,Dubuque County,52065
IA,Iowa,Holy Cross,Dubuque,Dubuque County,52053
IA,Iowa,Guttenberg,Clayton,Clayton County,52052
IA,Iowa,La Motte,Jackson,Jackson County,52054
IA,Iowa,Luxemburg,Dubuque,Dubuque County,52056
IA,Iowa,Littleport,Clayton,Clayton County,52055
IA,Iowa,Fort Atkinson,Winneshiek,Winneshiek County,52144
IA,Iowa,Atkins,Benton,Benton County,52206
IA,Iowa,Anamosa,Jones,Jones County,52205
IA,Iowa,Baldwin,Jackson,Jackson County,52207
IA,Iowa,Blairstown,Benton,Benton County,52209
IA,Iowa,Belle Plaine,Benton,Benton County,52208
IA,Iowa,Ainsworth,Washington,Washington County,52201
IA,Iowa,West Union,Fayette,Fayette County,52175
IA,Iowa,Alburnett,Linn,Linn County,52202
IA,Iowa,Amana,Iowa,Iowa County,52204
IA,Iowa,Amana,Iowa,Iowa County,52203
IA,Iowa,Brandon,Buchanan,Buchanan County,52210
IA,Iowa,Clutier,Tama,Tama County,52217
IA,Iowa,Clarence,Cedar,Cedar County,52216
IA,Iowa,Coggon,Linn,Linn County,52218
IA,Iowa,Conroy,Iowa,Iowa County,52220
IA,Iowa,Prairieburg,Linn,Linn County,52219
IA,Iowa,Center Junction,Jones,Jones County,52212
IA,Iowa,Brooklyn,Poweshiek,Poweshiek County,52211
IA,Iowa,Center Point,Linn,Linn County,52213
IA,Iowa,Chelsea,Tama,Tama County,52215
IA,Iowa,Central City,Linn,Linn County,52214
IA,Iowa,Waukon,Allamakee,Allamakee County,52172
IA,Iowa,Luana,Clayton,Clayton County,52156
IA,Iowa,Lime Springs,Howard,Howard County,52155
IA,Iowa,Mc Gregor,Clayton,Clayton County,52157
IA,Iowa,Monona,Clayton,Clayton County,52159
IA,Iowa,Marquette,Clayton,Clayton County,52158
IA,Iowa,Hawkeye,Fayette,Fayette County,52147
IA,Iowa,Harpers Ferry,Allamakee,Allamakee County,52146
IA,Iowa,Highlandville,Winneshiek,Winneshiek County,52149
IA,Iowa,Lawler,Chickasaw,Chickasaw County,52154
IA,Iowa,Lansing,Allamakee,Allamakee County,52151
IA,Iowa,New Albin,Allamakee,Allamakee County,52160
IA,Iowa,Spillville,Winneshiek,Winneshiek County,52168
IA,Iowa,Saint Lucas,Fayette,Fayette County,52166
IA,Iowa,Wadena,Fayette,Fayette County,52169
IA,Iowa,Waucoma,Fayette,Fayette County,52171
IA,Iowa,Waterville,Allamakee,Allamakee County,52170
IA,Iowa,Postville,Allamakee,Allamakee County,52162
IA,Iowa,Ossian,Winneshiek,Winneshiek County,52161
IA,Iowa,Protivin,Howard,Howard County,52163
IA,Iowa,Ridgeway,Winneshiek,Winneshiek County,52165
IA,Iowa,Randalia,Fayette,Fayette County,52164
IA,Iowa,De Witt,Clinton,Clinton County,52742
IA,Iowa,Conesville,Muscatine,Muscatine County,52739
IA,Iowa,Dixon,Scott,Scott County,52745
IA,Iowa,Durant,Cedar,Cedar County,52747
IA,Iowa,Donahue,Scott,Scott County,52746
IA,Iowa,Seventh Avenue,Clinton,Clinton County,52734
IA,Iowa,Clinton,Clinton,Clinton County,52733
IA,Iowa,Clinton,Clinton,Clinton County,52736
IA,Iowa,Columbus Junction,Louisa,Louisa County,52738
IA,Iowa,Columbus City,Louisa,Louisa County,52737
IA,Iowa,Eldridge,Scott,Scott County,52748
IA,Iowa,Lone Tree,Johnson,Johnson County,52755
IA,Iowa,Letts,Louisa,Louisa County,52754
IA,Iowa,Long Grove,Scott,Scott County,52756
IA,Iowa,Mc Causland,Scott,Scott County,52758
IA,Iowa,Low Moor,Clinton,Clinton County,52757
IA,Iowa,Goose Lake,Clinton,Clinton County,52750
IA,Iowa,Fruitland,Muscatine,Muscatine County,52749
IA,Iowa,Grand Mound,Clinton,Clinton County,52751
IA,Iowa,Le Claire,Scott,Scott County,52753
IA,Iowa,Grandview,Louisa,Louisa County,52752
IA,Iowa,Clinton,Clinton,Clinton County,52732
IA,Iowa,West Point,Lee,Lee County,52656
IA,Iowa,West Burlington,Des Moines,Des Moines County,52655
IA,Iowa,Saint Paul,Lee,Lee County,52657
IA,Iowa,Winfield,Henry,Henry County,52659
IA,Iowa,Wever,Lee,Lee County,52658
IA,Iowa,Stockport,Van Buren,Van Buren County,52651
IA,Iowa,Sperry,Des Moines,Des Moines County,52650
IA,Iowa,Swedesburg,Henry,Henry County,52652
IA,Iowa,Wayland,Henry,Henry County,52654
IA,Iowa,Wapello,Louisa,Louisa County,52653
IA,Iowa,Yarmouth,Des Moines,Des Moines County,52660
IA,Iowa,Buffalo,Scott,Scott County,52728
IA,Iowa,Bryant,Clinton,Clinton County,52727
IA,Iowa,Calamus,Clinton,Clinton County,52729
IA,Iowa,Charlotte,Clinton,Clinton County,52731
IA,Iowa,Camanche,Clinton,Clinton County,52730
IA,Iowa,Atalissa,Muscatine,Muscatine County,52720
IA,Iowa,Andover,Clinton,Clinton County,52701
IA,Iowa,Bennett,Cedar,Cedar County,52721
IA,Iowa,Blue Grass,Scott,Scott County,52726
IA,Iowa,Bettendorf,Scott,Scott County,52722
IA,Iowa,Montpelier,Muscatine,Muscatine County,52759
IA,Iowa,Colesburg,Delaware,Delaware County,52035
IA,Iowa,Delaware,Delaware,Delaware County,52036
IA,Iowa,Cascade,Dubuque,Dubuque County,52033
IA,Iowa,Bellevue,Jackson,Jackson County,52031
IA,Iowa,Bernard,Dubuque,Dubuque County,52032
IA,Iowa,Davenport,Scott,Scott County,52809
IA,Iowa,Davenport,Scott,Scott County,52808
IA,Iowa,Hp Enterprise Services,Polk,Polk County,56945
IA,Iowa,Delmar,Clinton,Clinton County,52037
IA,Iowa,Dundee,Delaware,Delaware County,52038
IA,Iowa,Andrew,Jackson,Jackson County,52030
IA,Iowa,Tabor,Fremont,Fremont County,51653
IA,Iowa,Thurman,Fremont,Fremont County,51654
IA,Iowa,Sidney,Fremont,Fremont County,51652
IA,Iowa,Riverton,Fremont,Fremont County,51650
IA,Iowa,Shambaugh,Page,Page County,51651
IA,Iowa,Dubuque,Dubuque,Dubuque County,52003
IA,Iowa,Dubuque,Dubuque,Dubuque County,52004
IA,Iowa,Dubuque,Dubuque,Dubuque County,52002
IA,Iowa,Yorktown,Page,Page County,51656
IA,Iowa,Dubuque,Dubuque,Dubuque County,52001
IA,Iowa,Davenport,Scott,Scott County,52807
IA,Iowa,Stockton,Muscatine,Muscatine County,52769
IA,Iowa,Princeton,Scott,Scott County,52768
IA,Iowa,Teeds Grove,Clinton,Clinton County,52771
IA,Iowa,Walcott,Scott,Scott County,52773
IA,Iowa,Tipton,Cedar,Cedar County,52772
IA,Iowa,Muscatine,Muscatine,Muscatine County,52761
IA,Iowa,Moscow,Muscatine,Muscatine County,52760
IA,Iowa,New Liberty,Scott,Scott County,52765
IA,Iowa,Pleasant Valley,Scott,Scott County,52767
IA,Iowa,Nichols,Muscatine,Muscatine County,52766
IA,Iowa,Welton,Clinton,Clinton County,52774
IA,Iowa,Davenport,Scott,Scott County,52803
IA,Iowa,Durango,Dubuque,Dubuque County,52039
IA,Iowa,Davenport,Scott,Scott County,52804
IA,Iowa,Davenport,Scott,Scott County,52806
IA,Iowa,Davenport,Scott,Scott County,52805
IA,Iowa,Wheatland,Clinton,Clinton County,52777
IA,Iowa,West Liberty,Muscatine,Muscatine County,52776
IA,Iowa,Wilton,Muscatine,Muscatine County,52778
IA,Iowa,Davenport,Scott,Scott County,52802
IA,Iowa,Davenport,Scott,Scott County,52801
IA,Iowa,Salem,Henry,Henry County,52649
IA,Iowa,Douds,Van Buren,Van Buren County,52551
IA,Iowa,Delta,Keokuk,Keokuk County,52550
IA,Iowa,Drakesville,Davis,Davis County,52552
IA,Iowa,Eldon,Wapello,Wapello County,52554
IA,Iowa,Eddyville,Wapello,Wapello County,52553
IA,Iowa,Cedar,Mahaska,Mahaska County,52543
IA,Iowa,Cantril,Van Buren,Van Buren County,52542
IA,Iowa,Centerville,Appanoose,Appanoose County,52544
IA,Iowa,Cincinnati,Appanoose,Appanoose County,52549
IA,Iowa,Chillicothe,Wapello,Wapello County,52548
IA,Iowa,Exline,Appanoose,Appanoose County,52555
IA,Iowa,Keosauqua,Van Buren,Van Buren County,52565
IA,Iowa,Hedrick,Keokuk,Keokuk County,52563
IA,Iowa,Kirkville,Wapello,Wapello County,52566
IA,Iowa,Martinsburg,Keokuk,Keokuk County,52568
IA,Iowa,Libertyville,Jefferson,Jefferson County,52567
IA,Iowa,Fairfield,Jefferson,Jefferson County,52557
IA,Iowa,Fairfield,Jefferson,Jefferson County,52556
IA,Iowa,Floris,Davis,Davis County,52560
IA,Iowa,Hayesville,Keokuk,Keokuk County,52562
IA,Iowa,Fremont,Mahaska,Mahaska County,52561
IA,Iowa,Brighton,Washington,Washington County,52540
IA,Iowa,Cedar Rapids,Linn,Linn County,52409
IA,Iowa,Cedar Rapids,Linn,Linn County,52408
IA,Iowa,Cedar Rapids,Linn,Linn County,52410
IA,Iowa,Cedar Rapids,Linn,Linn County,52497
IA,Iowa,Cedar Rapids,Linn,Linn County,52411
IA,Iowa,Cedar Rapids,Linn,Linn County,52404
IA,Iowa,Cedar Rapids,Linn,Linn County,52403
IA,Iowa,Cedar Rapids,Linn,Linn County,52405
IA,Iowa,Cedar Rapids,Linn,Linn County,52407
IA,Iowa,Cedar Rapids,Linn,Linn County,52406
IA,Iowa,Cedar Rapids,Linn,Linn County,52498
IA,Iowa,Birmingham,Van Buren,Van Buren County,52535
IA,Iowa,Beacon,Mahaska,Mahaska County,52534
IA,Iowa,Blakesburg,Wapello,Wapello County,52536
IA,Iowa,West Grove,Davis,Davis County,52538
IA,Iowa,Bloomfield,Davis,Davis County,52537
IA,Iowa,Ottumwa,Wapello,Wapello County,52501
IA,Iowa,Cedar Rapids,Linn,Linn County,52499
IA,Iowa,Agency,Wapello,Wapello County,52530
IA,Iowa,Batavia,Jefferson,Jefferson County,52533
IA,Iowa,Albia,Monroe,Monroe County,52531
IA,Iowa,Melrose,Monroe,Monroe County,52569
IA,Iowa,Hillsboro,Henry,Henry County,52630
IA,Iowa,Fort Madison,Lee,Lee County,52627
IA,Iowa,Houghton,Lee,Lee County,52631
IA,Iowa,Lockridge,Jefferson,Jefferson County,52635
IA,Iowa,Keokuk,Lee,Lee County,52632
IA,Iowa,Danville,Des Moines,Des Moines County,52623
IA,Iowa,Crawfordsville,Washington,Washington County,52621
IA,Iowa,Denmark,Lee,Lee County,52624
IA,Iowa,Farmington,Van Buren,Van Buren County,52626
IA,Iowa,Donnellson,Lee,Lee County,52625
IA,Iowa,Mediapolis,Des Moines,Des Moines County,52637
IA,Iowa,New London,Henry,Henry County,52645
IA,Iowa,Mount Union,Henry,Henry County,52644
IA,Iowa,Oakville,Louisa,Louisa County,52646
IA,Iowa,Pilot Grove,Lee,Lee County,52648
IA,Iowa,Olds,Henry,Henry County,52647
IA,Iowa,Montrose,Lee,Lee County,52639
IA,Iowa,Middletown,Des Moines,Des Moines County,52638
IA,Iowa,Morning Sun,Louisa,Louisa County,52640
IA,Iowa,Rome,Henry,Henry County,52642
IA,Iowa,Mount Pleasant,Henry,Henry County,52641
IA,Iowa,Bonaparte,Van Buren,Van Buren County,52620
IA,Iowa,Oskaloosa,Mahaska,Mahaska County,52577
IA,Iowa,Ollie,Keokuk,Keokuk County,52576
IA,Iowa,Packwood,Jefferson,Jefferson County,52580
IA,Iowa,Promise City,Wayne,Wayne County,52583
IA,Iowa,Plano,Appanoose,Appanoose County,52581
IA,Iowa,Moravia,Appanoose,Appanoose County,52571
IA,Iowa,Milton,Van Buren,Van Buren County,52570
IA,Iowa,Moulton,Appanoose,Appanoose County,52572
IA,Iowa,Mystic,Appanoose,Appanoose County,52574
IA,Iowa,Mount Sterling,Van Buren,Van Buren County,52573
IA,Iowa,Pulaski,Davis,Davis County,52584
IA,Iowa,Unionville,Appanoose,Appanoose County,52594
IA,Iowa,Udell,Appanoose,Appanoose County,52593
IA,Iowa,University Park,Mahaska,Mahaska County,52595
IA,Iowa,Argyle,Lee,Lee County,52619
IA,Iowa,Burlington,Des Moines,Des Moines County,52601
IA,Iowa,Rose Hill,Mahaska,Mahaska County,52586
IA,Iowa,Richland,Keokuk,Keokuk County,52585
IA,Iowa,Selma,Van Buren,Van Buren County,52588
IA,Iowa,Sigourney,Keokuk,Keokuk County,52591
IA,Iowa,Seymour,Wayne,Wayne County,52590
IA,Iowa,Pomeroy,Calhoun,Calhoun County,50575
IA,Iowa,Maxwell,Story,Story County,50161
IA,Iowa,Martensdale,Warren,Warren County,50160
IA,Iowa,Melbourne,Marshall,Marshall County,50162
IA,Iowa,Menlo,Guthrie,Guthrie County,50164
IA,Iowa,Melcher,Marion,Marion County,50163
IA,Iowa,Marshalltown,Marshall,Marshall County,50158
IA,Iowa,Mc Callsburg,Story,Story County,50154
IA,Iowa,Lynnville,Jasper,Jasper County,50153
IA,Iowa,Macksburg,Madison,Madison County,50155
IA,Iowa,Malcom,Poweshiek,Poweshiek County,50157
IA,Iowa,Madrid,Boone,Boone County,50156
IA,Iowa,Millerton,Wayne,Wayne County,50165
IA,Iowa,Murray,Clarke,Clarke County,50174
IA,Iowa,Montour,Tama,Tama County,50173
IA,Iowa,Grinnell,Poweshiek,Poweshiek County,50177
IA,Iowa,Knoxville,Marion,Marion County,50198
IA,Iowa,Knoxville,Marion,Marion County,50197
IA,Iowa,Montezuma,Poweshiek,Poweshiek County,50171
IA,Iowa,Minburn,Dallas,Dallas County,50167
IA,Iowa,Milo,Warren,Warren County,50166
IA,Iowa,Mingo,Jasper,Jasper County,50168
IA,Iowa,Monroe,Jasper,Jasper County,50170
IA,Iowa,Mitchellville,Polk,Polk County,50169
IA,Iowa,Luther,Boone,Boone County,50152
IA,Iowa,Keswick,Keokuk,Keokuk County,50136
IA,Iowa,Kellogg,Jasper,Jasper County,50135
IA,Iowa,Killduff,Jasper,Jasper County,50137
IA,Iowa,Lacona,Warren,Warren County,50139
IA,Iowa,Knoxville,Marion,Marion County,50138
IA,Iowa,Kelley,Story,Story County,50134
IA,Iowa,Jewell,Hamilton,Hamilton County,50130
IA,Iowa,Jefferson,Greene,Greene County,50129
IA,Iowa,Johnston,Polk,Polk County,50131
IA,Iowa,Kellerton,Ringgold,Ringgold County,50133
IA,Iowa,Kamrar,Hamilton,Hamilton County,50132
IA,Iowa,Lamoni,Decatur,Decatur County,50140
IA,Iowa,Liscomb,Marshall,Marshall County,50148
IA,Iowa,Lineville,Wayne,Wayne County,50147
IA,Iowa,Lorimor,Union,Union County,50149
IA,Iowa,Lucas,Lucas,Lucas County,50151
IA,Iowa,Lovilia,Monroe,Monroe County,50150
IA,Iowa,Linden,Dallas,Dallas County,50146
IA,Iowa,Le Grand,Marshall,Marshall County,50142
IA,Iowa,Laurel,Marshall,Marshall County,50141
IA,Iowa,Leighton,Mahaska,Mahaska County,50143
IA,Iowa,Liberty Center,Warren,Warren County,50145
IA,Iowa,Leon,Decatur,Decatur County,50144
IA,Iowa,Saint Charles,Madison,Madison County,50240
IA,Iowa,Saint Anthony,Marshall,Marshall County,50239
IA,Iowa,Saint Marys,Warren,Warren County,50241
IA,Iowa,Sheldahl,Polk,Polk County,50243
IA,Iowa,Searsboro,Poweshiek,Poweshiek County,50242
IA,Iowa,Russell,Lucas,Lucas County,50238
IA,Iowa,Rhodes,Marshall,Marshall County,50234
IA,Iowa,Redfield,Dallas,Dallas County,50233
IA,Iowa,Rippey,Greene,Greene County,50235
IA,Iowa,Runnells,Polk,Polk County,50237
IA,Iowa,Roland,Story,Story County,50236
IA,Iowa,Slater,Story,Story County,50244
IA,Iowa,Thayer,Union,Union County,50254
IA,Iowa,Swan,Marion,Marion County,50252
IA,Iowa,Thornburg,Keokuk,Keokuk County,50255
IA,Iowa,Truro,Madison,Madison County,50257
IA,Iowa,Tracy,Marion,Marion County,50256
IA,Iowa,Sully,Jasper,Jasper County,50251
IA,Iowa,State Center,Marshall,Marshall County,50247
IA,Iowa,Stanhope,Hamilton,Hamilton County,50246
IA,Iowa,Story City,Story,Story County,50248
IA,Iowa,Stuart,Guthrie,Guthrie County,50250
IA,Iowa,Stratford,Hamilton,Hamilton County,50249
IA,Iowa,Reasnor,Jasper,Jasper County,50232
IA,Iowa,Osceola,Clarke,Clarke County,50213
IA,Iowa,Ogden,Boone,Boone County,50212
IA,Iowa,Otley,Marion,Marion County,50214
IA,Iowa,Paton,Greene,Greene County,50217
IA,Iowa,Panora,Guthrie,Guthrie County,50216
IA,Iowa,Norwalk,Warren,Warren County,50211
IA,Iowa,New Providence,Hardin,Hardin County,50206
IA,Iowa,Nevada,Story,Story County,50201
IA,Iowa,New Sharon,Mahaska,Mahaska County,50207
IA,Iowa,New Virginia,Warren,Warren County,50210
IA,Iowa,Newton,Jasper,Jasper County,50208
IA,Iowa,Patterson,Madison,Madison County,50218
IA,Iowa,Prairie City,Jasper,Jasper County,50228
IA,Iowa,Popejoy,Franklin,Franklin County,50227
IA,Iowa,Prole,Warren,Warren County,50229
IA,Iowa,Randall,Hamilton,Hamilton County,50231
IA,Iowa,Radcliffe,Hardin,Hardin County,50230
IA,Iowa,Polk City,Polk,Polk County,50226
IA,Iowa,Perry,Dallas,Dallas County,50220
IA,Iowa,Pella,Marion,Marion County,50219
IA,Iowa,Peru,Madison,Madison County,50222
IA,Iowa,Pleasantville,Marion,Marion County,50225
IA,Iowa,Pilot Mound,Boone,Boone County,50223
IA,Iowa,Bouton,Dallas,Dallas County,50039
IA,Iowa,Booneville,Dallas,Dallas County,50038
IA,Iowa,Boxholm,Boone,Boone County,50040
IA,Iowa,Brayton,Audubon,Audubon County,50042
IA,Iowa,Bradford,Franklin,Franklin County,50041
IA,Iowa,Boone,Boone,Boone County,50037
IA,Iowa,Bevington,Madison,Madison County,50033
IA,Iowa,Berwick,Polk,Polk County,50032
IA,Iowa,Blairsburg,Hamilton,Hamilton County,50034
IA,Iowa,Boone,Boone,Boone County,50036
IA,Iowa,Bondurant,Polk,Polk County,50035
IA,Iowa,Buckeye,Hardin,Hardin County,50043
IA,Iowa,Clio,Wayne,Wayne County,50052
IA,Iowa,Clemons,Marshall,Marshall County,50051
IA,Iowa,Colfax,Jasper,Jasper County,50054
IA,Iowa,Colo,Story,Story County,50056
IA,Iowa,Collins,Story,Story County,50055
IA,Iowa,Churdan,Greene,Greene County,50050
IA,Iowa,Cambridge,Story,Story County,50046
IA,Iowa,Bussey,Marion,Marion County,50044
IA,Iowa,Carlisle,Warren,Warren County,50047
IA,Iowa,Chariton,Lucas,Lucas County,50049
IA,Iowa,Casey,Guthrie,Guthrie County,50048
IA,Iowa,Beaver,Boone,Boone County,50031
IA,Iowa,Altoona,Polk,Polk County,50009
IA,Iowa,Allerton,Wayne,Wayne County,50008
IA,Iowa,Ames,Story,Story County,50010
IA,Iowa,Ames,Story,Story County,50012
IA,Iowa,Ames,Story,Story County,50011
IA,Iowa,Alleman,Polk,Polk County,50007
IA,Iowa,Adair,Adair,Adair County,50002
IA,Iowa,Ackworth,Warren,Warren County,50001
IA,Iowa,Adel,Dallas,Dallas County,50003
IA,Iowa,Alden,Hardin,Hardin County,50006
IA,Iowa,Albion,Marshall,Marshall County,50005
IA,Iowa,Ames,Story,Story County,50013
IA,Iowa,Bagley,Guthrie,Guthrie County,50026
IA,Iowa,Audubon,Audubon,Audubon County,50025
IA,Iowa,Barnes City,Mahaska,Mahaska County,50027
IA,Iowa,Bayard,Guthrie,Guthrie County,50029
IA,Iowa,Baxter,Jasper,Jasper County,50028
IA,Iowa,Ankeny,Polk,Polk County,50023
IA,Iowa,Ankeny,Polk,Polk County,50015
IA,Iowa,Ames,Story,Story County,50014
IA,Iowa,Anita,Cass,Cass County,50020
IA,Iowa,Atlantic,Cass,Cass County,50022
IA,Iowa,Ankeny,Polk,Polk County,50021
IA,Iowa,Gray,Audubon,Audubon County,50110
IA,Iowa,Granger,Dallas,Dallas County,50109
IA,Iowa,Grimes,Polk,Polk County,50111
